video_id,question_type,question,is_correct_base,predicted_idx_base,is_correct_other,predicted_idx_other,change
XS77k9Udu7o_000023_000033,counterfactual_reason,Why?,False,3,True,4,improved
_pSgFoiNppI_000589_000599,descriptive,What is [person_1] wearing?,False,3,True,0,improved
uB6US1tasc8_000173_000183,counterfactual_reason,Why?,False,4,True,3,improved
eixKewYnlqw_000014_000024,explanatory,why is [sheep_1] on the floor?,False,0,True,1,improved
hGufwhnFbsA_000014_000024,counterfactual_reason,Why?,False,3,True,4,improved
3zRLSML31is_000016_000026,predictive_reason,Why?,False,4,True,1,improved
4P4DqqCOx6E_000017_000027,descriptive,Where is [person_1]?,False,3,True,4,improved
Aq4qCa3RmyE_000205_000215,predictive,What is [person_1] going to do?,False,4,True,2,improved
Aq4qCa3RmyE_000205_000215,predictive_reason,Why?,False,4,True,2,improved
qUo3q_3pdMo_000032_000042,predictive,What is [person_1] going to do?,False,2,True,0,improved
MmpG2T8sF0k_000000_000010,predictive_reason,Why?,False,3,True,0,improved
MmpG2T8sF0k_000000_000010,counterfactual_reason,Why?,False,0,True,3,improved
1G-iF_ldr3A_000220_000230,predictive_reason,Why?,False,2,True,3,improved
1G-iF_ldr3A_000220_000230,counterfactual_reason,Why?,False,4,True,2,improved
qKWdCTUnbEo_000000_000010,predictive_reason,Why?,False,2,True,3,improved
qKWdCTUnbEo_000000_000010,counterfactual_reason,Why?,False,1,True,0,improved
09m0B8RRiEE_001134_001144,predictive,What will [person_2] do?,False,3,True,4,improved
09m0B8RRiEE_001134_001144,counterfactual,What will happen if [person_2] is hungry?,False,4,True,0,improved
09m0B8RRiEE_001134_001144,counterfactual_reason,Why?,False,1,True,4,improved
k5suC9btjsY_000028_000038,predictive_reason,Why?,False,4,True,2,improved
k5suC9btjsY_000028_000038,counterfactual_reason,Why?,False,0,True,1,improved
L2vcoOUwD2M_000115_000125,predictive,What will [person_2] do after playing games?,False,1,True,2,improved
56rPV3T960o_000057_000067,explanatory,Why does [person_1] hit the [person_2]?,False,4,True,3,improved
56rPV3T960o_000057_000067,counterfactual_reason,Why?,False,2,True,3,improved
MrMz2cH1OlY_000016_000026,explanatory,Why are [person_1] and [person_2] standing there?,False,1,True,2,improved
MrMz2cH1OlY_000016_000026,predictive,What does [person_7] intend to do?,False,1,True,0,improved
MrMz2cH1OlY_000016_000026,predictive_reason,Why?,False,1,True,3,improved
TES3TXwfqWo_000348_000358,counterfactual,What will [person_1] do if the machine is broken?,False,2,True,4,improved
TES3TXwfqWo_000348_000358,counterfactual_reason,Why?,False,1,True,2,improved
tBElWi8TMv8_000013_000023,predictive,What will [person_2] do next?,False,4,True,3,improved
TPeSKsLo6QY_000158_000168,counterfactual_reason,Why?,False,4,True,2,improved
UCnKlj9VP6o_000073_000083,descriptive,Where is [person_1]?,False,1,True,0,improved
UCnKlj9VP6o_000073_000083,predictive,What is [person_1] going to do ?,False,0,True,1,improved
UCnKlj9VP6o_000073_000083,predictive_reason,Why?,False,0,True,2,improved
UCnKlj9VP6o_000073_000083,counterfactual,What will happen if [person_1] breaks one of the strings ?,False,0,True,1,improved
CwMQEmwgPaA_000052_000062,descriptive,How is the room?,False,1,True,0,improved
MR_x_vrSZBM_000209_000219,predictive_reason,Why?,False,4,True,2,improved
MR_x_vrSZBM_000209_000219,counterfactual_reason,Why?,False,0,True,2,improved
1-diSjtnG48_000202_000212,predictive,What does [person_1] intend to do?,False,0,True,3,improved
1-diSjtnG48_000202_000212,predictive_reason,Why?,False,0,True,4,improved
1-diSjtnG48_000202_000212,counterfactual,What will happen if the television is turned on?,False,2,True,3,improved
8u9nKvZqvUc_000007_000017,counterfactual,What will happen if the power is off?,False,4,True,2,improved
LB3YMGkR4TM_000012_000022,explanatory,Why does [person_1] smile?,False,4,True,0,improved
LB3YMGkR4TM_000012_000022,predictive,What is [person_1] going to do?,False,4,True,3,improved
LB3YMGkR4TM_000012_000022,counterfactual_reason,Why?,False,3,True,1,improved
_GY1H8V5T1c_000160_000170,predictive,What will [person_1] do?,False,2,True,1,improved
LqvMqA4Eqc4_000031_000041,predictive_reason,Why?,False,1,True,3,improved
LqvMqA4Eqc4_000031_000041,counterfactual_reason,Why?,False,2,True,0,improved
AyCAW9oUTak_000188_000198,counterfactual,What would happen if [person_2] were not there?,False,1,True,2,improved
AyCAW9oUTak_000188_000198,counterfactual_reason,Why?,False,2,True,4,improved
HOagJkoIoQc_000016_000026,counterfactual_reason,Why?,False,0,True,4,improved
Z_IdNyqMNPg_000000_000010,counterfactual,What will happen if [person_1] misses?,False,0,True,4,improved
G43usII7KiU_000293_000303,descriptive,Where is [person_3]?,False,1,True,2,improved
o5bmWyot93w_000022_000032,explanatory,Why is [person_1] sitting on the chair ?,False,4,True,0,improved
o5bmWyot93w_000022_000032,counterfactual,What will happen if a cup falls to the ground ?,False,4,True,1,improved
Gk3cbI2eoes_000629_000639,explanatory,Why does [person_1] look so professional?,False,1,True,3,improved
Zn93qpd2WWE_000053_000063,predictive_reason,Why?,False,4,True,3,improved
Zn93qpd2WWE_000053_000063,counterfactual_reason,Why?,False,1,True,4,improved
MTz0mnnIL_E_000039_000049,predictive,what is [person_2] going to do?,False,1,True,0,improved
FSa0L7dIrrU_000018_000028,counterfactual_reason,Why?,False,2,True,4,improved
WNdIufFBan0_000008_000018,predictive_reason,Why?,False,2,True,1,improved
zfIAMTO-95A_000000_000010,counterfactual_reason,Why?,False,2,True,1,improved
JZw2HIf8ZDk_000004_000014,descriptive,Where is a [potted plant_1]?,False,0,True,3,improved
JZw2HIf8ZDk_000004_000014,predictive_reason,Why?,False,2,True,4,improved
vh-OiybtIkg_000126_000136,predictive,What is [person_1] going to do?,False,4,True,2,improved
RIjK7UVTyeQ_000138_000148,descriptive,Are the trees still green?,False,1,True,2,improved
RIjK7UVTyeQ_000138_000148,predictive_reason,Why?,False,1,True,3,improved
laDVoYAkH2A_000016_000026,descriptive,Where are [person_1] and [person_2]?,False,0,True,1,improved
laDVoYAkH2A_000016_000026,predictive,What will [person_2] do next?,False,4,True,0,improved
laDVoYAkH2A_000016_000026,counterfactual_reason,Why?,False,3,True,1,improved
MrMyjDoSJuY_000003_000013,predictive,What will [person_1] do next?,False,4,True,3,improved
BZP4gIL5UO4_000002_000012,predictive_reason,Why?,False,1,True,0,improved
qRqaVVDzGjk_000011_000021,descriptive,Where is [cellphone_1]?,False,4,True,2,improved
qRqaVVDzGjk_000011_000021,counterfactual_reason,Why?,False,4,True,0,improved
LFmJxkzJTPc_000059_000069,predictive,What will [person_1] do next after seeing the present?,False,4,True,0,improved
jq1W2fEEpQM_000044_000054,descriptive,What is the color of [person_1]'s shirt?,False,4,True,0,improved
jq1W2fEEpQM_000044_000054,predictive_reason,Why?,False,4,True,3,improved
jq1W2fEEpQM_000044_000054,counterfactual_reason,Why?,False,2,True,1,improved
Wks7oT4ECic_000007_000017,counterfactual_reason,Why?,False,0,True,1,improved
9UR3o7yVJD0_000063_000073,counterfactual,What will happen if [person_1] is tired?,False,0,True,2,improved
_TeSpdzziYE_000037_000047,descriptive,What is [person_1] doing?,False,0,True,1,improved
A4Dm64zd0ZI_000066_000076,explanatory,Why does [person_1] pull the opener?,False,2,True,1,improved
flkWLCdgCNw_000006_000016,descriptive,What is [person_1] wearing?,False,2,True,4,improved
flkWLCdgCNw_000006_000016,explanatory,Why does [person_1] cross his eyes?,False,0,True,2,improved
l5Bry2cU9A0_000093_000103,counterfactual_reason,Why?,False,0,True,1,improved
A-WeGrRek7E_000038_000048,predictive_reason,Why?,False,3,True,4,improved
A-WeGrRek7E_000038_000048,counterfactual_reason,Why?,False,0,True,2,improved
IheicZpGG-I_000187_000197,counterfactual_reason,Why?,False,3,True,0,improved
RFC9C19Bwkg_000002_000012,descriptive,Where is the [potted plant_1]?,False,2,True,3,improved
RFC9C19Bwkg_000002_000012,explanatory,Why is [person_1] smiling?,False,3,True,0,improved
RFC9C19Bwkg_000002_000012,predictive_reason,Why?,False,2,True,1,improved
RFC9C19Bwkg_000002_000012,counterfactual,What will happen if it rains?,False,2,True,1,improved
HP2KWBOHq-c_000000_000010,predictive_reason,Why?,False,3,True,1,improved
qYj6noiYcS0_000004_000014,counterfactual_reason,Why?,False,2,True,4,improved
0uENA1jWg0E_000000_000010,descriptive,Where is [dining table_1]?,False,0,True,3,improved
R2ArOWnigAA_000006_000016,explanatory,Why does the [person_3] roller skate slowly?,False,3,True,4,improved
R2ArOWnigAA_000006_000016,predictive,What is the [person_1] going to do?,False,0,True,4,improved
ZxEy0qxsCmg_000026_000036,counterfactual_reason,Why?,False,1,True,0,improved
IltJ6vDqVQ0_000002_000012,counterfactual,What if the competition starts?,False,4,True,0,improved
KmM_ejdE0F8_000093_000103,counterfactual_reason,Why?,False,0,True,3,improved
u21owJIs5u0_000090_000100,descriptive,What is [person_1] holding?,False,4,True,3,improved
u21owJIs5u0_000090_000100,predictive,What is [person_1] going to do?,False,0,True,2,improved
R__quFJNo-0_000104_000114,descriptive,What is [person_1] doing?,False,4,True,1,improved
R__quFJNo-0_000104_000114,counterfactual_reason,Why?,False,1,True,4,improved
enUD_Oqnx0A_000030_000040,predictive_reason,Why?,False,3,True,4,improved
g5EVqbdXVkw_000163_000173,counterfactual_reason,Why?,False,4,True,3,improved
5UygQUWL5Ic_000155_000165,predictive_reason,Why?,False,2,True,4,improved
PhAtBMbgEMg_000019_000029,explanatory,How does [person_1] use a power driller?,False,0,True,4,improved
PhAtBMbgEMg_000019_000029,counterfactual,What will happen if [person_1] puts a bowl under the driller?,False,4,True,2,improved
ZHZrh_nUidY_000131_000141,predictive,What will [person_1] do next?,False,1,True,0,improved
ZHZrh_nUidY_000131_000141,predictive_reason,Why?,False,1,True,0,improved
ZHZrh_nUidY_000131_000141,counterfactual,What would happen if the coco was a fresh one?,False,3,True,0,improved
XKOQCa6hlCk_000000_000010,predictive,What will [person_1] do next?,False,1,True,4,improved
mx39OQDK6O0_000003_000013,explanatory,Why is [person_2] running?,False,3,True,0,improved
jJItjDaujgs_000044_000054,counterfactual,What would happen if the fan dropped?,False,0,True,4,improved
jJItjDaujgs_000044_000054,counterfactual_reason,Why?,False,3,True,0,improved
7nDf1nWRLi0_000012_000022,counterfactual_reason,Why?,False,2,True,4,improved
8y4yJzzd_54_000016_000026,predictive_reason,Why?,False,3,True,4,improved
8y4yJzzd_54_000016_000026,counterfactual,What if the [person_2] wants to have a rest?,False,3,True,0,improved
8y4yJzzd_54_000016_000026,counterfactual_reason,Why?,False,1,True,0,improved
uCLVDht_sSU_000088_000098,counterfactual_reason,Why?,False,2,True,3,improved
SqSWaYFJHX8_000065_000075,counterfactual_reason,Why?,False,0,True,1,improved
BfsiffPE3mc_000077_000087,predictive,What is [person_1] about to do?,False,4,True,3,improved
ia-siEqXDUM_000074_000084,counterfactual,What happens if [person_1] falls from the chair?,False,3,True,0,improved
Q5IV2nWkbYc_000020_000030,predictive_reason,Why?,False,2,True,0,improved
Q5IV2nWkbYc_000020_000030,counterfactual,What if [person_1] stayed there for long time?,False,3,True,4,improved
Q5IV2nWkbYc_000020_000030,counterfactual_reason,Why?,False,3,True,2,improved
jYbvT_3I_7w_000008_000018,predictive_reason,Why?,False,4,True,1,improved
OaCNSWkpxWo_000069_000079,predictive,What is [person_1] going to do?,False,3,True,0,improved
h43jOfCJ_eg_000019_000029,predictive_reason,Why?,False,0,True,4,improved
mKTq53ixXis_000031_000041,predictive_reason,Why?,False,0,True,4,improved
mKTq53ixXis_000031_000041,counterfactual_reason,Why?,False,3,True,0,improved
MY6av2WC07U_000012_000022,explanatory,Why is [person_1] standing a field,False,0,True,4,improved
8Hjd3rWgto4_000076_000086,explanatory,Why do they run?,False,1,True,0,improved
8Hjd3rWgto4_000076_000086,counterfactual,What will [person_1] do if [person_1] is hurt?,False,4,True,1,improved
8Hjd3rWgto4_000076_000086,counterfactual_reason,Why?,False,2,True,3,improved
iBpzuGmdLas_000003_000013,predictive_reason,Why?,False,4,True,3,improved
CpZBqdYWwZE_000097_000107,predictive_reason,Why?,False,3,True,2,improved
gjtS-mIFBeo_000005_000015,predictive_reason,Why?,False,0,True,2,improved
gjtS-mIFBeo_000005_000015,counterfactual_reason,Why?,False,1,True,4,improved
8FtIyhEtD3I_000018_000028,predictive,What is [person_2] going to do after roasting the marshmallows？,False,3,True,4,improved
8FtIyhEtD3I_000018_000028,predictive_reason,Why?,False,4,True,2,improved
8FtIyhEtD3I_000018_000028,counterfactual,What would happen if [person_3] doesn't eat any marshmallows?,False,0,True,2,improved
arR-XJuvlgI_000010_000020,counterfactual_reason,Why?,False,0,True,4,improved
2Rq_J3aiESc_000033_000043,explanatory,Why are [person_1] and [person_2] outside?,False,0,True,1,improved
WPChWk4F2_E_000001_000011,predictive_reason,Why?,False,0,True,2,improved
t855YGPYKwY_000038_000048,descriptive,How is the room?,False,2,True,4,improved
t855YGPYKwY_000038_000048,predictive_reason,Why?,False,1,True,0,improved
5mY8zp_i9Rg_000059_000069,explanatory,Why is [person_1] here?,False,4,True,2,improved
5mY8zp_i9Rg_000059_000069,predictive_reason,Why?,False,3,True,2,improved
5mY8zp_i9Rg_000059_000069,counterfactual,What would happen if [person_1] ran out of spray paints?,False,0,True,1,improved
RcIPQIIM8tU_000005_000015,predictive,What will [person_1] do next?,False,1,True,0,improved
RcIPQIIM8tU_000005_000015,predictive_reason,Why?,False,2,True,1,improved
RcIPQIIM8tU_000005_000015,counterfactual_reason,Why?,False,0,True,1,improved
2VBmRPrfNZY_000000_000010,counterfactual,What will happen if [person_1] has a stomach suddenly?,False,4,True,1,improved
7qOf6jE6uks_000076_000086,counterfactual_reason,Why?,False,2,True,3,improved
nyO86Yf_MA0_000197_000207,descriptive,What are [person_3] and [person_4] doing?,False,0,True,1,improved
XVOLCuoaPD4_000039_000049,counterfactual_reason,Why?,False,4,True,1,improved
hgoxuChYJMs_000216_000226,explanatory,Why is [person_1] standing next to the table?,False,4,True,0,improved
hgoxuChYJMs_000216_000226,predictive,What is [person_1] going to do?,False,2,True,0,improved
cqrM5ocxXeE_000029_000039,counterfactual,What will happen if the lights go out?,False,1,True,4,improved
cqrM5ocxXeE_000029_000039,counterfactual_reason,Why?,False,2,True,3,improved
NCV2F8kYozU_000092_000102,explanatory,Why does [person_1] keep talking?,False,0,True,1,improved
NCV2F8kYozU_000092_000102,predictive,What will [person_1] do next?,False,1,True,3,improved
CiI-TTPXkPc_000002_000012,predictive,What is the [person_1] going to do?,False,3,True,4,improved
TMZZxpXhnX0_000146_000156,counterfactual_reason,Why?,False,4,True,0,improved
6it0pmraCGk_000329_000339,descriptive,What are these people doing?,False,2,True,0,improved
6it0pmraCGk_000329_000339,predictive,What is [person_1] going to do next?,False,0,True,4,improved
6it0pmraCGk_000329_000339,counterfactual,What would happen if [person_2] were not there?,False,4,True,0,improved
krr6z5B1f5Y_000389_000399,counterfactual,What would happen if [person_1] watered a lot?,False,3,True,1,improved
n7h-Db2m0zI_000050_000060,counterfactual_reason,Why?,False,3,True,2,improved
tDOBtOMZKDs_000031_000041,predictive,What is [person_1] going to do?,False,1,True,4,improved
tDOBtOMZKDs_000031_000041,predictive_reason,Why?,False,2,True,3,improved
uRk1GdVFMWM_000220_000230,counterfactual_reason,Why?,False,4,True,1,improved
YbOSnvLImfo_000005_000015,explanatory,Why is [person_1] outside?,False,0,True,1,improved
YbOSnvLImfo_000005_000015,counterfactual_reason,Why?,False,2,True,1,improved
5z9RiYdV5OA_000289_000299,predictive_reason,Why?,False,0,True,1,improved
rglQS4O_h_M_000139_000149,predictive,What will happen with [person_1] next?,False,1,True,3,improved
w9gy9c5MQac_001074_001084,descriptive,How many people are there?,False,1,True,4,improved
w9gy9c5MQac_001074_001084,counterfactual_reason,Why?,False,1,True,0,improved
6WzZUSgEw6s_000003_000013,descriptive,What's [person_1] doing?,False,2,True,0,improved
6WzZUSgEw6s_000003_000013,counterfactual_reason,Why?,False,1,True,2,improved
xTlJA88gDkU_000039_000049,counterfactual_reason,Why?,False,1,True,3,improved
SyFD-TnJkjY_000024_000034,predictive_reason,Why?,False,1,True,0,improved
EyO6vChPpKs_000020_000030,predictive,What is [person_1] going to do?,False,1,True,2,improved
EyO6vChPpKs_000020_000030,counterfactual_reason,Why?,False,1,True,4,improved
Qj7GOCnOp1g_000000_000010,predictive,"What will [person_1] , [person_2] and [person_3] do next?",False,1,True,3,improved
HDKARb2mo2w_000168_000178,predictive_reason,Why?,False,4,True,2,improved
2LZR2_vOCIs_001002_001012,counterfactual_reason,Why?,False,0,True,4,improved
c0cAryEFvHM_000005_000015,predictive_reason,Why?,False,1,True,4,improved
c0cAryEFvHM_000005_000015,counterfactual_reason,Why?,False,0,True,2,improved
3TUYNyf6IUo_000060_000070,counterfactual_reason,Why?,False,0,True,3,improved
QQxFLpKia6E_000006_000016,descriptive,What color is the [bottle_1]?,False,0,True,2,improved
QQxFLpKia6E_000006_000016,explanatory,Why did [person_1] move the hand continuously?,False,0,True,3,improved
QQxFLpKia6E_000006_000016,counterfactual_reason,Why?,False,3,True,0,improved
Z7R1pPc8LAY_000000_000010,predictive_reason,Why?,False,3,True,2,improved
USCGe1HA2WI_000726_000736,predictive_reason,Why?,False,4,True,0,improved
USCGe1HA2WI_000726_000736,counterfactual_reason,Why?,False,3,True,2,improved
zxfw3VMo5nI_000060_000070,counterfactual,What will happen if the power is out?,False,2,True,1,improved
dNRy21Xad10_000004_000014,explanatory,Why does [person_1] hit the cameraman?,False,0,True,3,improved
dNRy21Xad10_000004_000014,predictive_reason,Why?,False,2,True,4,improved
dNRy21Xad10_000004_000014,counterfactual,What would happen if [person_1] kept her balance better?,False,0,True,2,improved
bYnjy8X11JI_000027_000037,descriptive,What color is [couch_1]?,False,4,True,2,improved
08yu1TysOZc_000151_000161,predictive_reason,Why?,False,1,True,3,improved
vvigBPKWU1w_000029_000039,counterfactual,What would happen if [person_1] didn't know the way to play the harmonica?,False,3,True,0,improved
hESoFzrDhSA_000418_000428,counterfactual,What will happen if [person_1] wants to relax?,False,2,True,3,improved
hESoFzrDhSA_000418_000428,counterfactual_reason,Why?,False,4,True,1,improved
QaWERHWy054_000023_000033,predictive_reason,Why?,False,1,True,0,improved
e0cAxfC1lHA_000069_000079,predictive_reason,Why?,False,1,True,3,improved
e0cAxfC1lHA_000069_000079,counterfactual,What will [person_3] do if there is a fire?,False,3,True,1,improved
e0cAxfC1lHA_000069_000079,counterfactual_reason,Why?,False,3,True,2,improved
pS7Kxd6qL2o_000580_000590,explanatory,Why is [person_2] skiing?,False,2,True,1,improved
pS7Kxd6qL2o_000580_000590,predictive_reason,Why?,False,0,True,2,improved
Up0ooWjBmco_000063_000073,predictive_reason,Why?,False,3,True,0,improved
B0U0FXr-vrE_000009_000019,predictive,What will the [person_1] do?,False,1,True,4,improved
xruXMCExcb0_000033_000043,counterfactual,What would happen if the [person_1] did not jump down?,False,2,True,3,improved
l5OuzxPso0Y_000002_000012,predictive,What is [person_3] going to do?,False,2,True,4,improved
l5OuzxPso0Y_000002_000012,predictive_reason,Why?,False,1,True,3,improved
HeG3JF69s4E_000050_000060,descriptive,What color of the [bottle_1]?,False,4,True,2,improved
HeG3JF69s4E_000050_000060,predictive_reason,Why?,False,4,True,1,improved
SMF23CTG-8w_000068_000078,predictive_reason,Why?,False,1,True,0,improved
XrKDtjFM9Ec_000220_000230,counterfactual_reason,Why?,False,2,True,4,improved
r0Zw94yvlnY_000000_000010,explanatory,Why is [person_1] in the room?,False,2,True,4,improved
r0Zw94yvlnY_000000_000010,counterfactual_reason,Why?,False,3,True,1,improved
MODqVTXSs5E_000164_000174,counterfactual_reason,Why?,False,4,True,0,improved
dA3SBK-rSYQ_001500_001510,explanatory,Why is [person_1] outside?,False,3,True,4,improved
dA3SBK-rSYQ_001500_001510,predictive,What is [person_1] going to do?,False,3,True,1,improved
1yQ-Gnrzt7Y_000018_000028,predictive,What is [person_1] going to do?,False,0,True,3,improved
_6pesvGS6c0_000028_000038,predictive_reason,Why?,False,4,True,0,improved
_6pesvGS6c0_000028_000038,counterfactual_reason,Why?,False,4,True,3,improved
NEVUFcRbzjg_000004_000014,predictive,What is [person_1] going to do?,False,3,True,2,improved
Y2A5cLuJsA0_000029_000039,descriptive,Where is [person_1]?,False,3,True,1,improved
Y2A5cLuJsA0_000029_000039,explanatory,Why does [person_1] like to water plants?,False,3,True,0,improved
Y2A5cLuJsA0_000029_000039,predictive_reason,Why?,False,1,True,0,improved
6qNKT_ATAHQ_000006_000016,predictive,What is [person_1] going to do?,False,3,True,0,improved
6qNKT_ATAHQ_000006_000016,counterfactual_reason,Why?,False,0,True,1,improved
gzK-wlQJmYs_000044_000054,predictive,What will [person_1] do after hitting the tire?,False,3,True,0,improved
gzK-wlQJmYs_000044_000054,predictive_reason,Why?,False,0,True,3,improved
gzK-wlQJmYs_000044_000054,counterfactual_reason,Why?,False,4,True,1,improved
JpLleehwfIY_000384_000394,predictive_reason,Why?,False,0,True,3,improved
JpLleehwfIY_000384_000394,counterfactual_reason,Why?,False,4,True,1,improved
lC6YKj4euZE_000000_000010,predictive,What will [person_1] do next?,False,1,True,2,improved
lC6YKj4euZE_000000_000010,predictive_reason,Why?,False,1,True,0,improved
lC6YKj4euZE_000000_000010,counterfactual_reason,Why?,False,0,True,3,improved
hylKilqOUwg_000068_000078,predictive_reason,Why?,False,4,True,1,improved
riLKWIyLFjk_000000_000010,explanatory,Why is [person_1] standing there?,False,3,True,1,improved
riLKWIyLFjk_000000_000010,predictive_reason,Why?,False,0,True,3,improved
riLKWIyLFjk_000000_000010,counterfactual,What will happen if it is dark?,False,1,True,3,improved
riLKWIyLFjk_000000_000010,counterfactual_reason,Why?,False,0,True,1,improved
IOS9dELCiFI_000019_000029,counterfactual_reason,Why?,False,0,True,3,improved
b3Dmh8ed_hg_000008_000018,counterfactual_reason,Why?,False,4,True,1,improved
YYD0TpTJ-5s_000004_000014,predictive,What will happen to [person_1] next?,False,1,True,3,improved
bcSVbCMAdD8_000005_000015,descriptive,Where are [person_1] and [person_2]?,False,1,True,4,improved
VP8a8xjUENM_000009_000019,predictive_reason,Why?,False,3,True,1,improved
DArJKALc1Y0_000053_000063,descriptive,Where is [person_3]?,False,4,True,1,improved
eE4YCaoid4o_000034_000044,counterfactual_reason,Why?,False,0,True,1,improved
2VsIUUDi3og_000016_000026,counterfactual_reason,Why?,False,2,True,3,improved
wT3bzOjcgE4_000188_000198,descriptive,Where is [person_1]?,False,2,True,0,improved
DufnFKi_iE4_000042_000052,explanatory,Why does [person_1] put the bottle on the tissue?,False,0,True,3,improved
DufnFKi_iE4_000042_000052,counterfactual,What would happen if [person_1] didn't put a piece of tissue under the bottle?,False,3,True,1,improved
6NZywCs958w_000039_000049,predictive_reason,Why?,False,1,True,4,improved
CjH9WzV5nFE_000077_000087,explanatory,Why is [person_1] in the room?,False,2,True,0,improved
CjH9WzV5nFE_000077_000087,counterfactual_reason,Why?,False,2,True,4,improved
D5Vo20ZpSwk_000016_000026,predictive_reason,Why?,False,2,True,3,improved
gJrPX97phUA_000062_000072,counterfactual_reason,Why?,False,4,True,0,improved
OkYH9GKIS_U_000022_000032,predictive,What is the [person_1] going to do?,False,2,True,1,improved
SdLY4CfbrIw_000001_000011,predictive,What will [person_1] do next?,False,2,True,4,improved
SdLY4CfbrIw_000001_000011,counterfactual_reason,Why?,False,1,True,4,improved
vBqdhdqEEIk_000088_000098,predictive,What does [person_1] tend to do?,False,3,True,4,improved
vBqdhdqEEIk_000088_000098,counterfactual_reason,Why?,False,2,True,1,improved
KS43CrEalgc_000009_000019,explanatory,Why is [person_1] sitting on a couch?,False,1,True,2,improved
KS43CrEalgc_000009_000019,predictive,What is [person_1] going to do?,False,4,True,1,improved
lO8t4C-nNaA_000019_000029,predictive_reason,Why?,False,3,True,0,improved
pd0kWNKAgkM_000009_000019,counterfactual,what will happen if the guitar is dropped by [person_1]?,False,2,True,4,improved
Y_Ull3i3Lzs_000317_000327,counterfactual_reason,Why?,False,3,True,2,improved
fUfSlOAXY18_000000_000010,descriptive,Where is this place?,False,0,True,1,improved
Wr13UakU4c8_000158_000168,predictive,What is [person_1] going to do?,False,1,True,4,improved
v7iwnCPiDw0_000012_000022,counterfactual_reason,Why?,False,1,True,2,improved
3cMtAHpAY_M_000000_000010,predictive,What will [person_2] do after watching [person_1]'s action?,False,3,True,1,improved
i6H_Rb318Pw_000109_000119,counterfactual_reason,Why?,False,1,True,2,improved
CtzFLp30BoQ_000049_000059,counterfactual_reason,Why?,False,4,True,3,improved
UHrF-cZ3xMs_000000_000010,descriptive,Where is [chair_1]?,False,2,True,3,improved
UHrF-cZ3xMs_000000_000010,counterfactual,What will happen if [person_1] has no maracas?,False,4,True,0,improved
UHrF-cZ3xMs_000000_000010,counterfactual_reason,Why?,False,3,True,2,improved
FaN1-CyTV2s_000047_000057,descriptive,Where is [person_1]?,False,1,True,0,improved
FaN1-CyTV2s_000047_000057,counterfactual_reason,Why?,False,4,True,1,improved
UdVtWlyTjNs_000044_000054,counterfactual,What will happen if the power is out?,False,2,True,4,improved
LILhlX_dyrc_000118_000128,predictive_reason,Why?,False,3,True,1,improved
h9-VykaaIK8_000000_000010,descriptive,What kind of tool is [person_2] using?,False,2,True,0,improved
h9-VykaaIK8_000000_000010,predictive,What will [person_2] do next?,False,0,True,3,improved
nHQ9-z3Dwk0_000015_000025,descriptive,Where is the [bottle_1]?,False,0,True,1,improved
nHQ9-z3Dwk0_000015_000025,explanatory,Why is [person_1] in the room?,False,1,True,4,improved
nHQ9-z3Dwk0_000015_000025,predictive,What is [person_1] going to do?,False,0,True,3,improved
KCgk6YdBZyM_000000_000010,explanatory,Why is [person_1] kicking the wooden pad ?,False,1,True,2,improved
KCgk6YdBZyM_000000_000010,predictive_reason,Why?,False,2,True,3,improved
KCgk6YdBZyM_000000_000010,counterfactual,What if [person_1] didn't break the pad?,False,3,True,0,improved
KCgk6YdBZyM_000000_000010,counterfactual_reason,Why?,False,2,True,3,improved
45FR1QcNWoY_000025_000035,counterfactual_reason,Why?,False,0,True,3,improved
2ExgE4FDtPg_000573_000583,descriptive,Where is the [person_2]?,False,1,True,0,improved
2ExgE4FDtPg_000573_000583,predictive,What is the [person_2] going to do?,False,2,True,0,improved
2ExgE4FDtPg_000573_000583,predictive_reason,Why?,False,2,True,3,improved
WHYTRcQF5wk_000071_000081,explanatory,Why was the [bottle_1] put in the door of the [refrigerator_1]?,False,2,True,0,improved
3R3aqPJsrso_000166_000176,predictive_reason,Why?,False,0,True,4,improved
3R3aqPJsrso_000166_000176,counterfactual,What will happen if the lamp is off ?,False,2,True,3,improved
c46Svamecpg_000001_000011,counterfactual,What will happen if [person_1] cannot play that instrument?,False,4,True,2,improved
c46Svamecpg_000001_000011,counterfactual_reason,Why?,False,4,True,1,improved
khG-KvtZuuE_000002_000012,predictive_reason,Why?,False,3,True,2,improved
r6sGG5wLnHU_000031_000041,predictive,what isn't [person_1] going to do?,False,2,True,1,improved
r6sGG5wLnHU_000031_000041,counterfactual_reason,Why?,False,3,True,2,improved
1KDhttheBQg_000128_000138,predictive_reason,Why?,False,0,True,3,improved
1KDhttheBQg_000128_000138,counterfactual,What will happen if it rains?,False,2,True,0,improved
iY3HYoBzHrI_000154_000164,predictive,What is [person_1] going to do ?,False,0,True,1,improved
2VQ75OhjFtk_000064_000074,predictive,what is [person_1] going to do?,False,3,True,1,improved
2VQ75OhjFtk_000064_000074,predictive_reason,Why?,False,3,True,4,improved
BjONbPczYBc_000031_000041,predictive_reason,Why?,False,2,True,1,improved
RS0k5Bttv7M_000017_000027,predictive_reason,Why?,False,1,True,3,improved
ScBi0FHlsJU_000028_000038,predictive_reason,Why?,False,4,True,0,improved
